HardwareVendor,SystemEnclosure,Nodes,JVMVendor,Processor,MHz,Chips,Cores,TotalThreads,TotalMemoryGB,OverallPowerUsageWatt,SystemEnclosure_split,SystemEnclosure_len,year,SystemEnclosure_cleaned,Processor_general
ASUSTeK Computer Inc.,"RS720-E9/RS8  Dec 6, 2018 | HTML | Text",1,Oracle,Intel Xeon Platinum 8180,2500,2,56,112,192,12727,"['RS720-E9/RS8  Dec 6', ' 2018 ']",2, 2018 ,RS720-E9/RS8 ,Intel
Lenovo Global Technology,"ThinkSystem SR850 V3  Sep 27, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,4,240,480,512,14232,"['ThinkSystem SR850 V3  Sep 27', ' 2023 ']",2, 2023 ,ThinkSystem SR850 V3  ,Intel
Lenovo Global Technology,"Think System SR665 V3  Oct 11, 2023 | HTML | Text",1,Oracle,AMD EPYC 9754,2250,2,256,512,768,34597,"['Think System SR665 V3  Oct 11', ' 2023 ']",2, 2023 ,Think System SR665 V3  ,AMD
Lenovo Global Technology,"Wentian WR5220 G3  Feb 2, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,2,120,240,256,15788,"['Wentian WR5220 G3  Feb 2', ' 2024 ']",2, 2024 ,Wentian WR5220 G3 ,Intel
Lenovo Global Technology,"Wentian WR5220 G3  Feb 2, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8480+,2000,2,112,224,256,15445,"['Wentian WR5220 G3  Feb 2', ' 2024 ']",2, 2024 ,Wentian WR5220 G3 ,Intel
Lenovo Global Technology,"ThinkSystem SD530 V3 ThinkSystem SD530 V3  Feb 16, 2024 | HTML | Text",4,Oracle,Intel Xeon Platinum 8592+,1900,4,256,512,1024,16635,"['ThinkSystem SD530 V3 ThinkSystem SD530 V3  Feb 16', ' 2024 ']",2, 2024 ,ThinkSystem SD530 V3 ThinkSystem SD530 V3  ,Intel
Lenovo Global Technology,"ThinkSystem SD550 V3 ThinkSystem SD550 V3  Feb 16, 2024 | HTML | Text",2,Oracle,Intel Xeon Platinum 8592+,1900,4,256,512,1024,17045,"['ThinkSystem SD550 V3 ThinkSystem SD550 V3  Feb 16', ' 2024 ']",2, 2024 ,ThinkSystem SD550 V3 ThinkSystem SD550 V3  ,Intel
Lenovo Global Technology,"ThinkEdge SE455V3  Mar 1, 2024 | HTML | Text",1,Oracle,AMD EPYC 8534P,2300,1,64,128,192,24520,"['ThinkEdge SE455V3  Mar 1', ' 2024 ']",2, 2024 ,ThinkEdge SE455V3 ,AMD
Lenovo Global Technology,"ThinkEdge SE350 V2  Mar 1, 2024 | HTML | Text",1,Oracle,Intel(R) Xeon(R) D-2775TE CPU @ 2.00GHz,2000,1,16,32,64,7624,"['ThinkEdge SE350 V2  Mar 1', ' 2024 ']",2, 2024 ,ThinkEdge SE350 V2 ,Intel
Lenovo Global Technology,"ThinkEdge SE350 V2  Mar 1, 2024 | HTML | Text",1,Oracle,Intel(R) Xeon(R) D-2775TE CPU @ 2.00GHz,2000,1,16,32,64,8826,"['ThinkEdge SE350 V2  Mar 1', ' 2024 ']",2, 2024 ,ThinkEdge SE350 V2 ,Intel
Lenovo Global Technology,"ThinkEdge SE360 V2  Mar 1, 2024 | HTML | Text",1,Oracle,Intel(R) Xeon(R) D-2775TE CPU @ 2.00GHz,2000,1,16,32,64,7492,"['ThinkEdge SE360 V2  Mar 1', ' 2024 ']",2, 2024 ,ThinkEdge SE360 V2 ,Intel
Lenovo Global Technology,"ThinkEdge SE360 V2  Mar 1, 2024 | HTML | Text",1,Oracle,Intel(R) Xeon(R) D-2775TE CPU @ 2.00GHz,2000,1,16,32,64,8565,"['ThinkEdge SE360 V2  Mar 1', ' 2024 ']",2, 2024 ,ThinkEdge SE360 V2 ,Intel
Lenovo Global Technology,"ThinkSystem SR850 V3  Mar 12, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,4,240,480,1024,14922,"['ThinkSystem SR850 V3  Mar 12', ' 2024 ']",2, 2024 ,ThinkSystem SR850 V3  ,Intel
Lenovo Global Technology,"ThinkSystem SR850 V3  Mar 12, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,4,240,480,1024,14137,"['ThinkSystem SR850 V3  Mar 12', ' 2024 ']",2, 2024 ,ThinkSystem SR850 V3  ,Intel
Lenovo Global Technology,"ThinkSystem SR860 V3  Apr 9, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,4,240,480,1024,14306,"['ThinkSystem SR860 V3  Apr 9', ' 2024 ']",2, 2024 ,ThinkSystem SR860 V3 ,Intel
Lenovo Global Technology,"ThinkSystem SR860 V3  Apr 9, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,4,240,480,1024,15078,"['ThinkSystem SR860 V3  Apr 9', ' 2024 ']",2, 2024 ,ThinkSystem SR860 V3 ,Intel
Lenovo Global Technology,"Think System SR665 V3  Apr 23, 2024 | HTML | Text",1,Oracle,AMD EPYC 9754,2250,2,256,512,384,36398,"['Think System SR665 V3  Apr 23', ' 2024 ']",2, 2024 ,Think System SR665 V3  ,AMD
Lenovo Global Technology,"ThinkSystem SD535 V3 ThinkSystem SD535 V3  Apr 23, 2024 | HTML | Text",4,Oracle,AMD EPYC 9754,2250,4,512,1024,768,36073,"['ThinkSystem SD535 V3 ThinkSystem SD535 V3  Apr 23', ' 2024 ']",2, 2024 ,ThinkSystem SD535 V3 ThinkSystem SD535 V3  ,AMD
Lenovo Global Technology,"Think System SR665 V3  Apr 23, 2024 | HTML | Text",1,Oracle,AMD EPYC 9754,2250,2,256,512,384,37678,"['Think System SR665 V3  Apr 23', ' 2024 ']",2, 2024 ,Think System SR665 V3  ,AMD
Lenovo Global Technology,"ThinkSystem SD535 V3 ThinkSystem SD535 V3  Apr 23, 2024 | HTML | Text",4,Oracle,AMD EPYC 9754,2250,4,512,1024,768,36637,"['ThinkSystem SD535 V3 ThinkSystem SD535 V3  Apr 23', ' 2024 ']",2, 2024 ,ThinkSystem SD535 V3 ThinkSystem SD535 V3  ,AMD
Lenovo Global Technology,"Think System SR675 V3  May 7, 2024 | HTML | Text",1,Oracle,AMD EPYC 9754,2250,2,256,512,384,34210,"['Think System SR675 V3  May 7', ' 2024 ']",2, 2024 ,Think System SR675 V3 ,AMD
Lenovo Global Technology,"Think System SR675 V3  May 7, 2024 | HTML | Text",1,Oracle,AMD EPYC 9754,2250,2,256,512,384,33103,"['Think System SR675 V3  May 7', ' 2024 ']",2, 2024 ,Think System SR675 V3 ,AMD
Lenovo Global Technology,"ThinkSystem SD530 V3 ThinkSystem SD530 V3  May 30, 2024 | HTML | Text",4,Oracle,Intel Xeon Platinum 8592+,1900,4,256,512,1024,17224,"['ThinkSystem SD530 V3 ThinkSystem SD530 V3  May 30', ' 2024 ']",2, 2024 ,ThinkSystem SD530 V3 ThinkSystem SD530 V3  ,Intel
Lenovo Global Technology,"ThinkSystem SD550 V3 ThinkSystem SD550 V3  May 30, 2024 | HTML | Text",2,Oracle,Intel Xeon Platinum 8592+,1900,4,256,512,1024,17532,"['ThinkSystem SD550 V3 ThinkSystem SD550 V3  May 30', ' 2024 ']",2, 2024 ,ThinkSystem SD550 V3 ThinkSystem SD550 V3  ,Intel
Lenovo Global Technology,"ThinkSystem SD530 V3 ThinkSystem SD530 V3  May 30, 2024 | HTML | Text",4,Oracle,Intel Xeon Platinum 8592+,1900,4,256,512,1024,16695,"['ThinkSystem SD530 V3 ThinkSystem SD530 V3  May 30', ' 2024 ']",2, 2024 ,ThinkSystem SD530 V3 ThinkSystem SD530 V3  ,Intel
Lenovo Global Technology,"ThinkSystem SD550 V3 ThinkSystem D3 Chassis  Jun 18, 2024 | HTML | Text",2,Oracle,Intel Xeon Platinum 8592+,1900,4,256,512,1024,17466,"['ThinkSystem SD550 V3 ThinkSystem D3 Chassis  Jun 18', ' 2024 ']",2, 2024 ,ThinkSystem SD550 V3 ThinkSystem D3 Chassis  ,Intel
NEC Corporation,"ECO CENTER  Jul 31, 2008 | HTML | Text",1,Bea,Intel Xeon L5420,2500,2,8,8,8,1010,"['ECO CENTER  Jul 31', ' 2008 ']",2, 2008 ,ECO CENTER  ,Intel
NEC Corporation,"Express5800/i120Ra-e1(Intel Xeon L5410)  Aug 13, 2008 | HTML | Text",1,Bea,Intel Xeon L5410,2333,2,8,8,8,876,"['Express5800/i120Ra-e1(Intel Xeon L5410)  Aug 13', ' 2008 ']",2, 2008 ,Express5800/i120Ra-e1(Intel Xeon L5410)  ,Intel
NEC Corporation,"Express5800/iR120a-1E  Dec 30, 2009 | HTML | Text",1,Oracle,Intel Xeon L5520,2267,2,8,16,8,1810,"['Express5800/iR120a-1E  Dec 30', ' 2009 ']",2, 2009 ,Express5800/iR120a-1E  ,Intel
NEC Corporation,"Express5800/GT110b-S (Water Cooling)  May 13, 2010 | HTML | Text",1,Oracle,Intel Core i3-540,3067,1,2,4,4,1468,"['Express5800/GT110b-S (Water Cooling)  May 13', ' 2010 ']",2, 2010 ,Express5800/GT110b-S (Water Cooling)  ,Intel
NEC Corporation,"Express5800/GT110b  May 13, 2010 | HTML | Text",1,Oracle,Intel Xeon X3430,2400,1,4,4,4,1730,"['Express5800/GT110b  May 13', ' 2010 ']",2, 2010 ,Express5800/GT110b  ,Intel
NEC Corporation,"Express5800/GT110b-S  May 13, 2010 | HTML | Text",1,Oracle,Intel Core i3-540,3067,1,2,4,4,1499,"['Express5800/GT110b-S  May 13', ' 2010 ']",2, 2010 ,Express5800/GT110b-S  ,Intel
NEC Corporation,"Express5800/A1080a-D Express5800/A1080a-D  Jul 28, 2010 | HTML | Text",2,Oracle,Intel Xeon X7560,2266,8,64,128,128,1069,"['Express5800/A1080a-D Express5800/A1080a-D  Jul 28', ' 2010 ']",2, 2010 ,Express5800/A1080a-D Express5800/A1080a-D  ,Intel
NEC Corporation,"Express5800/B120b SIGMABLADE-H v2  Aug 11, 2010 | HTML | Text",3,Oracle,Intel Xeon L5640,2266,6,36,72,48,1555,"['Express5800/B120b SIGMABLADE-H v2  Aug 11', ' 2010 ']",2, 2010 ,Express5800/B120b SIGMABLADE-H v2  ,Intel
NEC Corporation,"Express5800/R120b-2  Aug 25, 2010 | HTML | Text",1,Oracle,Intel Xeon X5670,2933,2,12,24,16,2404,"['Express5800/R120b-2  Aug 25', ' 2010 ']",2, 2010 ,Express5800/R120b-2  ,Intel
NEC Corporation,"Express5800/R120b-1  Sep 9, 2010 | HTML | Text",1,Oracle,Intel Xeon X5670,2933,2,12,24,16,2340,"['Express5800/R120b-1  Sep 9', ' 2010 ']",2, 2010 ,Express5800/R120b-1 ,Intel
NEC Corporation,"Express5800/E120b-1  Sep 22, 2010 | HTML | Text",1,Oracle,Intel Xeon L5630,2133,2,8,16,16,2118,"['Express5800/E120b-1  Sep 22', ' 2010 ']",2, 2010 ,Express5800/E120b-1  ,Intel
NEC Corporation,"Express5800/R140b-4  Jan 4, 2011 | HTML | Text",1,Oracle,Intel Xeon X7560,2266,4,32,64,128,1314,"['Express5800/R140b-4  Jan 4', ' 2011 ']",2, 2011 ,Express5800/R140b-4 ,Intel
NEC Corporation,"Express5800/A1080a-S  Jan 26, 2011 | HTML | Text",1,Oracle,Intel Xeon X7560,2266,4,32,64,128,1268,"['Express5800/A1080a-S  Jan 26', ' 2011 ']",2, 2011 ,Express5800/A1080a-S  ,Intel
NEC Corporation,"Express5800/A1080a-E  Jan 26, 2011 | HTML | Text",1,Oracle,Intel Xeon X7560,2266,8,64,128,128,1335,"['Express5800/A1080a-E  Jan 26', ' 2011 ']",2, 2011 ,Express5800/A1080a-E  ,Intel
NEC Corporation,"Express5800/R120b-2  Feb 24, 2011 | HTML | Text",1,Oracle,Intel Xeon X5675,3066,2,12,24,24,2709,"['Express5800/R120b-2  Feb 24', ' 2011 ']",2, 2011 ,Express5800/R120b-2  ,Intel
NEC Corporation,"Express5800/R120b-1  Feb 24, 2011 | HTML | Text",1,Oracle,Intel Xeon X5675,3066,2,12,24,24,2648,"['Express5800/R120b-1  Feb 24', ' 2011 ']",2, 2011 ,Express5800/R120b-1  ,Intel
NEC Corporation,"Express5800/R110c-1  Jun 29, 2011 | HTML | Text",1,Oracle,Intel Xeon X3470,2933,1,4,8,8,2009,"['Express5800/R110c-1  Jun 29', ' 2011 ']",2, 2011 ,Express5800/R110c-1  ,Intel
NEC Corporation,"Express5800/R120b-2  Dec 14, 2011 | HTML | Text",1,Oracle,Intel Xeon X5675,3066,2,12,24,24,2772,"['Express5800/R120b-2  Dec 14', ' 2011 ']",2, 2011 ,Express5800/R120b-2  ,Intel
NEC Corporation,"Express5800/R120b-1  Dec 14, 2011 | HTML | Text",1,Oracle,Intel Xeon X5675,3066,2,12,24,24,2707,"['Express5800/R120b-1  Dec 14', ' 2011 ']",2, 2011 ,Express5800/R120b-1  ,Intel
NEC Corporation,"Express5800/T120b-E  Dec 14, 2011 | HTML | Text",1,Oracle,Intel Xeon X5650,2666,2,12,24,24,2488,"['Express5800/T120b-E  Dec 14', ' 2011 ']",2, 2011 ,Express5800/T120b-E  ,Intel
NEC Corporation,"Express5800/E120b-1  Dec 28, 2011 | HTML | Text",1,Oracle,Intel Xeon E5645,2400,2,12,24,16,2800,"['Express5800/E120b-1  Dec 28', ' 2011 ']",2, 2011 ,Express5800/E120b-1  ,Intel
NEC Corporation,"Express5800/GT110f-S  Jun 26, 2013 | HTML | Text",1,Oracle,Intel Xeon E3-1265LV3,2500,1,4,8,8,6488,"['Express5800/GT110f-S  Jun 26', ' 2013 ']",2, 2013 ,Express5800/GT110f-S  ,Intel
Nettrix,"R620 G40  Jul 29, 2021 | HTML | Text",1,Oracle,Intel Xeon Platinum 8380,2300,2,80,160,256,13223,"['R620 G40  Jul 29', ' 2021 ']",2, 2021 ,R620 G40  ,Intel
Nettrix,"R620 G40  Jul 12, 2022 | HTML | Text",1,Oracle,Intel Xeon Platinum 8368Q,2600,2,76,152,256,10799,"['R620 G40  Jul 12', ' 2022 ']",2, 2022 ,R620 G40  ,Intel
Nettrix,"R620 G40  Jul 21, 2022 | HTML | Text",1,Oracle,Intel Xeon Platinum 8352Y,2200,2,64,128,256,10103,"['R620 G40  Jul 21', ' 2022 ']",2, 2022 ,R620 G40  ,Intel
Nettrix,"R620 G50  Jan 11, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,2,120,240,512,15025,"['R620 G50  Jan 11', ' 2023 ']",2, 2023 ,R620 G50  ,Intel
Nettrix,"R620 G50 LP  Jan 11, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,2,120,240,512,14714,"['R620 G50 LP  Jan 11', ' 2023 ']",2, 2023 ,R620 G50 LP  ,Intel
Nettrix,"R620 G50  Mar 2, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H,1900,2,120,240,512,16828,"['R620 G50  Mar 2', ' 2023 ']",2, 2023 ,R620 G50 ,Intel
"New H3C Technologies Co., Ltd.","UniServer R4900 G3  Sep 20, 2017 | HTML | Text",1,Oracle,Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,2500,2,56,112,96,12368,"['UniServer R4900 G3  Sep 20', ' 2017 ']",2, 2017 ,UniServer R4900 G3  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G3  May 8, 2019 | HTML | Text",1,Oracle,Intel Xeon Platinum 8280L 2.70GHz,2700,4,112,224,384,12747,"['H3C UniServer R6700 G3  May 8', ' 2019 ']",2, 2019 ,H3C UniServer R6700 G3 ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G3  May 8, 2019 | HTML | Text",1,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,384,11964,"['H3C UniServer R6700 G3  May 8', ' 2019 ']",2, 2019 ,H3C UniServer R6700 G3 ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 5, 2019 | HTML | Text",8,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,16,448,896,1536,10820,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 5', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000 ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G3  Jun 5, 2019 | HTML | Text",1,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,384,12190,"['H3C UniServer R6700 G3  Jun 5', ' 2019 ']",2, 2019 ,H3C UniServer R6700 G3 ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 5, 2019 | HTML | Text",9,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,18,504,1008,1728,10780,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 5', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000 ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12, 2019 | HTML | Text",10,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,20,560,1120,1920,10954,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12, 2019 | HTML | Text",11,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,22,616,1232,2112,11000,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12, 2019 | HTML | Text",12,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,24,672,1344,2304,11001,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12, 2019 | HTML | Text",13,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,26,728,1456,2496,10996,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12, 2019 | HTML | Text",14,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,28,784,1568,2688,11046,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 12', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G3  Jun 12, 2019 | HTML | Text",1,Oracle,Intel Xeon Platinum 8280L 2.70GHz,2700,4,112,224,384,13107,"['H3C UniServer R6700 G3  Jun 12', ' 2019 ']",2, 2019 ,H3C UniServer R6700 G3  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 26, 2019 | HTML | Text",15,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,30,840,1680,2880,11047,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 26', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3 H3C UniServer B16000  Jun 26, 2019 | HTML | Text",16,Oracle,Intel Xeon Platinum 8180 2.50GHz,2500,32,896,1792,3072,11066,"['H3C UniServer B5700 G3 H3C UniServer B16000  Jun 26', ' 2019 ']",2, 2019 ,H3C UniServer B5700 G3 H3C UniServer B16000  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R6900 G5  Dec 2, 2020 | HTML | Text",1,Oracle,Intel Xeon Platinum 8380HL 2.9GHz,2900,4,112,224,384,11159,"['H3C UniServer R6900 G5  Dec 2', ' 2020 ']",2, 2020 ,H3C UniServer R6900 G5 ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R4900 G5  Oct 28, 2021 | HTML | Text",1,Oracle,Intel Xeon Platinum 8380 2.3GHz,2300,2,80,160,256,12521,"['H3C UniServer R4900 G5  Oct 28', ' 2021 ']",2, 2021 ,H3C UniServer R4900 G5  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R4900 G5  Nov 11, 2021 | HTML | Text",1,Oracle,Intel Xeon Platinum 8380 2.3GHz,2300,2,80,160,256,12521,"['H3C UniServer R4900 G5  Nov 11', ' 2021 ']",2, 2021 ,H3C UniServer R4900 G5  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R4700 G5  May 24, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8360Y,2400,2,72,144,512,10628,"['H3C UniServer R4700 G5  May 24', ' 2023 ']",2, 2023 ,H3C UniServer R4700 G5  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R4900 G6  May 24, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H 1.90GHz,1900,2,120,240,512,16902,"['H3C UniServer R4900 G6  May 24', ' 2023 ']",2, 2023 ,H3C UniServer R4900 G6  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R6900 G6  Oct 10, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H 1.90GHz,1900,4,240,480,1024,14715,"['H3C UniServer R6900 G6  Oct 10', ' 2023 ']",2, 2023 ,H3C UniServer R6900 G6  ,Intel
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G6  Nov 22, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H 1.90GHz,1900,4,240,480,1024,14742,"['H3C UniServer R6700 G6  Nov 22', ' 2023 ']",2, 2023 ,H3C UniServer R6700 G6  ,Intel
"New H3C Technologies Co., Ltd. Parts Built New H3C Technologies Co., Ltd.","H3C UniServer R4900 G6 Ultra  Apr 27, 2023 | HTML | Text",1,Oracle,Intel Xeon Platinum 8490H 1.90GHz,1900,2,120,240,512,16881,"['H3C UniServer R4900 G6 Ultra  Apr 27', ' 2023 ']",2, 2023 ,H3C UniServer R4900 G6 Ultra  ,Intel
Nokia Corporation,"AE-SER1U-A Nokia AirFrame Open Edge  Feb 14, 2020 | HTML | Text",5,Oracle,Intel(R) Xeon(R) Gold 6210U CPU @ 2.50GHz,2500,5,100,200,320,6183,"['AE-SER1U-A Nokia AirFrame Open Edge  Feb 14', ' 2020 ']",2, 2020 ,AE-SER1U-A Nokia AirFrame Open Edge  ,Intel
Plat'Home,"TRQX-1/50SA  Jun 10, 2009 | HTML | Text",1,Oracle,Xeon L5420,2500,2,4,4,16,628,"['TRQX-1/50SA  Jun 10', ' 2009 ']",2, 2009 ,TRQX-1/50SA  ,Xeon
Plat'Home,"Cloud Station E  Aug 24, 2009 | HTML | Text",1,Oracle,Intel Xeon L5520,2260,2,8,16,8,1846,"['Cloud Station E  Aug 24', ' 2009 ']",2, 2009 ,Cloud Station E  ,Intel
Plat'Home,"Cloud Station E  Oct 21, 2009 | HTML | Text",1,Oracle,Intel Xeon L5530,2400,2,8,16,8,1903,"['Cloud Station E  Oct 21', ' 2009 ']",2, 2009 ,Cloud Station E  ,Intel
Powerleader Powerleader Company,"PR2510D2  Oct 14, 2008 | HTML | Text",1,Oracle,Intel Xeon L5430,2660,2,8,8,8,1135,"['PR2510D2  Oct 14', ' 2008 ']",2, 2008 ,PR2510D2  ,Intel
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid D53XQ-2U  Jul 19, 2021 | HTML | Text",1,Oracle,Intel Xeon Platinum 8380,2300,2,80,160,256,12217,"['QuantaGrid D53XQ-2U  Jul 19', ' 2021 ']",2, 2021 ,QuantaGrid D53XQ-2U  ,Intel
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid D43K-1U  Oct 28, 2021 | HTML | Text",1,Oracle,AMD EPYC 7763,2450,2,128,256,256,21949,"['QuantaGrid D43K-1U  Oct 28', ' 2021 ']",2, 2021 ,QuantaGrid D43K-1U  ,AMD
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid D54Q-2U  Jan 10, 2023 | HTML | Text",1,Oracle,Intel Xeon 8480+ 2.0 GHz,2000,2,112,224,512,12751,"['QuantaGrid D54Q-2U  Jan 10', ' 2023 ']",2, 2023 ,QuantaGrid D54Q-2U  ,Intel
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid D54Q-2U  Feb 15, 2023 | HTML | Text",1,Oracle,Intel Xeon 8480+ 2.0 GHz,2000,2,112,224,512,13676,"['QuantaGrid D54Q-2U  Feb 15', ' 2023 ']",2, 2023 ,QuantaGrid D54Q-2U  ,Intel
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid S44NL-1U  Sep 13, 2023 | HTML | Text",1,Oracle,AMD EPYC 9654 2.40GHz,2400,1,96,192,192,25553,"['QuantaGrid S44NL-1U  Sep 13', ' 2023 ']",2, 2023 ,QuantaGrid S44NL-1U  ,AMD
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid D54Q-2U  Jan 12, 2024 | HTML | Text",1,Oracle,Intel Xeon 8592+ 1.9 GHz,1900,2,128,256,512,16106,"['QuantaGrid D54Q-2U  Jan 12', ' 2024 ']",2, 2024 ,QuantaGrid D54Q-2U  ,Intel
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid D44N-1U  Jan 16, 2024 | HTML | Text",1,Oracle,AMD EPYC 9654 2.40GHz,2400,2,192,384,384,26377,"['QuantaGrid D44N-1U  Jan 16', ' 2024 ']",2, 2024 ,QuantaGrid D44N-1U  ,AMD
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid S44NL-1U  Feb 7, 2024 | HTML | Text",1,Oracle,AMD EPYC 9754 2.25 GHz,2250,1,128,256,192,30850,"['QuantaGrid S44NL-1U  Feb 7', ' 2024 ']",2, 2024 ,QuantaGrid S44NL-1U ,AMD
Quanta Cloud Technology Quanta Computer Inc.,"QuantaGrid D44N-1U  May 7, 2024 | HTML | Text",1,Oracle,AMD EPYC 9754 2.25GHz,2250,2,256,512,384,32317,"['QuantaGrid D44N-1U  May 7', ' 2024 ']",2, 2024 ,QuantaGrid D44N-1U ,AMD
Quanta Computer Inc.,"QuantaGrid D51B-2U  Dec 10, 2014 | HTML | Text",1,IBM,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,64,10238,"['QuantaGrid D51B-2U  Dec 10', ' 2014 ']",2, 2014 ,QuantaGrid D51B-2U  ,Intel
Quanta Computer Inc.,"QuantaGrid S31A-1U  Jun 1, 2016 | HTML | Text",1,Oracle,Intel E3-1260L v5,2900,1,4,8,16,7908,"['QuantaGrid S31A-1U  Jun 1', ' 2016 ']",2, 2016 ,QuantaGrid S31A-1U ,Intel
Quanta Computer Inc.,"QuantaGrid D51B-2U  Jun 8, 2016 | HTML | Text",1,Oracle,Intel Xeon E5-2699 v4,2200,2,44,88,64,11568,"['QuantaGrid D51B-2U  Jun 8', ' 2016 ']",2, 2016 ,QuantaGrid D51B-2U ,Intel
Quanta Computer Inc.,"QuantaGrid D52BQ-2U  Oct 25, 2017 | HTML | Text",1,Oracle,Intel Xeon Platinum 8180,2500,2,56,112,192,12438,"['QuantaGrid D52BQ-2U  Oct 25', ' 2017 ']",2, 2017 ,QuantaGrid D52BQ-2U  ,Intel
